Species Code,Common Name,Scientific Name,In BS Region,In GOA Region,In WC Region,Taxonomically Classifiable,Species Taxonomic ID,Category of Code,Category Merge Mode,Merge In RACEBASE,Life Stage ID,From Length,To Length,Length Units,Is Organic,ITIS ID,Active,Size Class ID,Polycorder Species Code,Commonly Counted,Merge In Extract,Morphic Subcategory
71771,,Beringius frielei,Y,,,Y,1611,N,,N,,,,,Y,,Y,,,Y,N,N
71772,,Beringius beringii,Y,Y,,Y,1614,N,,N,,,,,Y,,Y,,,Y,N,N
71773,,Beringius aleuticus,,Y,,Y,1616,N,,N,,,,,Y,,Y,,,Y,N,N
71774,,Beringius stimpsoni,Y,Y,,Y,1617,N,,N,,,,,Y,,Y,,,Y,N,N
71775,thick-cord whelk,Beringius crebricostatus,Y,Y,,Y,1618,N,,N,,,,,Y,,Y,,,Y,N,N
71776,,Beringius undatus,,Y,,Y,1613,N,,N,,,,,Y,,Y,,,Y,N,N
71777,,Beringius sp. eggs,,Y,,Y,181,Y,71769,N,2,,,,Y,,Y,,,U,N,N
71778,Baxter's Beringius,Beringius sp. A (McLean and Clark),,Y,,Y,3391,N,,N,,,,,Y,,Y,,,Y,N,N
71779,two-channeled Beringius,Beringius sp. B (McLean and Clark),,Y,,Y,3388,N,,N,,,,,Y,,Y,,,Y,N,N
71780,,Beringius eyerdami,,Y,,Y,2521,N,,N,,,,,Y,,Y,,,Y,N,N
71781,,Beringius incisus,,Y,,Y,1612,N,,N,,,,,Y,,Y,,,U,N,N
71782,,Beringius sp. C (McLean and Clark),,Y,,Y,3390,N,,N,,,,,Y,,Y,,,U,N,N
71783,,Beringius sp. D (McLean and Clark),,Y,,Y,3389,N,,N,,,,,Y,,Y,,,U,N,N
71784,,Beringius sp. E (McLean and Clark),,Y,,Y,3397,N,,N,,,,,Y,,Y,,,U,N,N
71785,,Beringius sp. F (McLean and Clark),,Y,,Y,3396,N,,N,,,,,Y,,Y,,,U,N,N
71786,,Beringius sp. G (McLean and Clark),,Y,,Y,3393,N,,N,,,,,Y,,Y,,,U,N,N
71787,rotund whelk,Beringius rotundus,,Y,,Y,1615,N,,N,,,,,Y,,Y,,,U,N,N
71788,,Beringius sp. H (McLean and Clark),,Y,,Y,3387,N,,N,,,,,Y,,Y,,,U,N,N
71789,,Beringius sp. I (McLean and Clark),,Y,,Y,3395,N,,N,,,,,Y,,Y,,,U,N,N
71790,,Neoberingius sp.,,Y,,Y,660,N,,N,,,,,Y,,Y,,,Y,N,N
71792,,Beringius sp. J (McLean and Clark),Y,,,Y,3392,N,,N,,,,,Y,,Y,,,U,N,N
71793,,Beringius sp. K (McLean and Clark),,Y,,Y,3394,N,,N,,,,,Y,,Y,,,U,N,N
71795,,Calinaticina oldroyi,,,Y,Y,2172,N,,N,,,,,Y,,Y,,,Y,N,N
71798,paper whelk,Volutharpa ampullacea,Y,Y,,Y,3788,N,,N,,,,,Y,,Y,,,U,N,N
71800,,Neptunea sp.,Y,Y,Y,Y,668,N,,N,,,,,Y,,Y,,,Y,N,N
71801,eggs of Neptunea ventricosa,Neptunea ventricosa eggs,Y,Y,Y,Y,1462,Y,71882,N,2,,,,Y,,Y,,,N,N,N
71802,,Neptunea phoenicia,,,Y,Y,1461,N,,N,,,,,Y,,Y,,,Y,N,N
71803,,Neptunea meridionalis,,N,N,Y,4132,N,,N,,,,,Y,,Y,,,Y,N,N
71810,white neptune,Neptunea amianta,Y,Y,Y,Y,1454,N,,N,,,,,Y,,Y,,,Y,N,N
71811,,Neptunea smirnia,,,Y,Y,1455,N,,N,,,,,Y,,Y,,,Y,N,N
71820,Pribilof whelk,Neptunea pribiloffensis,Y,Y,,Y,1464,N,,N,,,,,Y,,Y,,,Y,N,N
71822,tabled whelk,Neptunea tabulata,,,Y,Y,1459,N,,N,,,,,Y,,Y,,,Y,N,N
71835,,Neptunea borealis,Y,,,Y,1457,N,,N,,,,,Y,,Y,,,Y,N,N
71840,,Neptunea middendorffii,,Y,,Y,1463,N,,N,,,,,Y,,Y,,,Y,N,N
71850,,Neptunea eulimata,Y,,,Y,1458,N,,N,,,,,Y,,Y,,,Y,N,N
71860,,Neptunea neptunea,Y,,,Y,3692,N,,N,,,,,Y,,Y,,,Y,N,N
71866,,Neptunea stilesi,,,Y,Y,1456,N,,N,,,,,Y,,Y,,,Y,N,N
71870,lyre whelk,Neptunea lyrata,Y,Y,Y,Y,1451,N,,N,,,,,Y,,Y,,,Y,N,N
71880,,Neptunea vermii,Y,,,Y,1453,N,,N,,,,,Y,,Y,,,Y,N,N
71881,,Neptunea ithia,,,Y,Y,1449,N,,N,,,,,Y,,Y,,,Y,N,N
71882,fat whelk,Neptunea ventricosa,Y,Y,,Y,1462,N,,N,,,,,Y,,Y,,,Y,N,N
71883,,Neptunea insularis,Y,,,Y,1460,N,,N,,,,,Y,,Y,,,Y,N,N
71884,,Neptunea heros,Y,Y,,Y,1448,N,,N,,,,,Y,,Y,,,Y,N,N
71885,,Neptunea sp. E (Clark and McLean),,Y,,Y,3480,N,,N,,,,,Y,,Y,,,U,N,N
71886,helmet whelk,Clinopegma magnum,Y,,,Y,1450,N,,N,,,,,Y,,Y,,,Y,N,N
71887,,Neptunea sp. A (McLean and Clark),,Y,,Y,3479,N,,N,,,,,Y,,Y,,,U,N,N
71888,,Neptunea sp. B (McLean and Clark),,Y,,Y,3475,N,,N,,,,,Y,,Y,,,U,N,N
71889,,Neptunea sp. C (McLean and Clark),,Y,,Y,3474,N,,N,,,,,Y,,Y,,,U,N,N
71890,,Plicifusus sp.,Y,Y,,Y,801,N,,N,,,,,Y,,Y,,,Y,N,N
71891,,Plicifusus kroyeri,Y,Y,,Y,1894,N,,N,,,,,Y,,Y,,,Y,N,N
71892,,Plicifusus incisus,Y,,,Y,1893,N,,N,,,,,Y,,Y,,,Y,N,N
71893,brown whelk,Plicifusus brunneus,Y,,,Y,2541,N,,N,,,,,Y,,Y,,,Y,N,N
71894,,Plicifusus verkruzeni,Y,,,Y,1896,N,,N,,,,,Y,,Y,,,Y,N,N
71895,,Volutopsius callorhinus,Y,,,Y,2143,N,,N,,,,,Y,,Y,,,Y,N,N
71896,seahorse whelk,Plicifusus oceanodromae,,Y,,Y,1101,N,,N,,,,,Y,,Y,,,Y,N,N
71897,,Plicifusus virens,,Y,,Y,2540,N,,N,,,,,Y,,Y,,,Y,N,N
71898,,Plicifusus stejnegeri,,Y,,Y,1895,N,,N,,,,,Y,,Y,,,U,N,N
71899,,Plicifusus sp. A (Clark and McLean),,Y,,Y,3501,N,,N,,,,,Y,,Y,,,U,N,N
71900,gray whelk,Plicifusus griseus,Y,,Y,Y,1892,N,,N,,,,,Y,,Y,,,Y,N,N
71901,sulcated whelk,Sulcosinus taphrius,Y,Y,,Y,1923,N,,N,,,,,Y,,Y,,,Y,N,N
71902,,Plicifusus johanseni,,,,Y,3905,N,,N,,,,,Y,,Y,,,Y,N,N
71904,,Exilioidea rectirostris,,,Y,Y,1841,N,,N,,,,,Y,,Y,,,Y,N,N
71905,,Exilioidea kelseyi,,,Y,Y,1646,N,,N,,,,,Y,,Y,,,Y,N,N
71906,,Mohnia robusta,,Y,,Y,1162,N,,N,,,,,Y,,Y,,,Y,N,N
71910,,Liomesus sp.,Y,,,Y,556,N,,N,,,,,Y,,Y,,,Y,N,N
71911,egg whelk,Liomesus ooides,Y,,,Y,1422,N,,N,,,,,Y,,Y,,,Y,N,N
71912,,Pseudoliomesus canaliculatus,,Y,,Y,2437,N,,N,,,,,Y,,Y,,,Y,N,N
71913,basket whelk,Liomesus nassula,,Y,,Y,1423,N,,N,,,,,Y,,Y,,,Y,N,N
71915,,Neptunea sp. D (Clark and McLean),,Y,,Y,3478,N,,N,,,,,Y,,Y,,,U,N,N
71916,,Neptunea sp. F (Clark and McLean),,Y,,Y,3477,N,,N,,,,,Y,,Y,,,U,N,N
71917,,Neptunea sp. G (Clark and McLean),,Y,,Y,3476,N,,N,,,,,Y,,Y,,,U,N,N
71925,,Colus sp. A (Clark and McLean),,Y,,Y,3419,N,,N,,,,,Y,,Y,,,U,N,N
71926,,Colus sp. B (Clark and McLean),,Y,,Y,3418,N,,N,,,,,Y,,Y,,,U,N,N
71960,,Ancistrolepis sp.,Y,Y,,Y,78,N,,N,,,,,Y,,Y,,,Y,N,N
72019,,Antiplanes sp.,Y,Y,,Y,100,N,,N,,,,,Y,,Y,,,Y,N,N
72020,,Antiplanes perversa,,Y,,Y,1771,N,,N,,,,,Y,,Y,,,Y,N,N
72021,,Antiplanes thalea,,,Y,Y,1769,N,,N,,,,,Y,,Y,,,Y,N,N
72022,,Antiplanes piona,,,Y,Y,1768,N,,N,,,,,Y,,Y,,,Y,N,N
72023,,Antiplanes vinosus,,Y,,Y,1770,N,,N,,,,,Y,,Y,,,U,N,N
72024,,Antiplanes sp. A (Clark and McLean),,Y,,Y,3379,N,,N,,,,,Y,,Y,,,U,N,N
72025,,Rectiplanes sp.,,Y,,Y,3795,N,,N,,,,,Y,,Y,,,U,N,N
72026,,Rectiplanes sp. A (Clark and McLean),,Y,,Y,3796,N,,N,,,,,Y,,Y,,,U,N,N
72030,,Suavodrillia kennicotti,,Y,,Y,2296,N,,N,,,,,Y,,Y,,,U,N,N
72058,turrid snails,Turridae,,Y,,Y,1027,N,,N,,,,,Y,,Y,,,U,N,N
72059,,Aforia sp.,Y,Y,,Y,42,N,,N,,,,,Y,,Y,,,Y,N,N
72060,,Aforia goodei,Y,,,Y,1117,N,,N,,,,,Y,,Y,,,Y,N,N
72062,Kinkaid's Aforia,Aforia kinkaidi,,Y,,Y,3558,N,,N,,,,,Y,,Y,,,U,N,N
72063,keeled aforia,Aforia circinata,Y,Y,,Y,1118,N,,N,,,,,Y,,Y,,,Y,N,N
72064,,Epitonium sp.,,Y,,Y,383,N,,N,,,,,Y,,Y,,,U,N,N
72065,Greenland wentletrap,Boreoscala greenlandica,Y,Y,,Y,1790,N,,N,,,,,Y,,Y,,,Y,N,N
72066,,Epitonium indianorum,,Y,,Y,1642,N,,N,,,,,Y,,Y,,,U,N,N
72067,,Boreoscala sp.,Y,Y,,Y,192,N,,N,,,,,Y,,Y,,,U,N,N
72070,,Carinoturris fortis,,Y,,Y,2174,N,,N,,,,,Y,,Y,,,U,N,N
72071,Aleutian Wentletrap,Acirsa sp. A (McLean and Clark),,Y,,Y,3366,N,,N,,,,,Y,,Y,,,U,N,N
72081,money wentletrap,Nitidiscala indianorum,,Y,,Y,2089,N,,N,,,,,Y,,Y,,,U,N,N
72100,,Oenopota sp.,Y,Y,,Y,692,N,,N,,,,,Y,,Y,,,Y,N,N
72103,,Oenopota harpa,Y,,,Y,1470,N,,N,,,,,Y,,Y,,,Y,N,N
72104,,Oenopota nobilis,,Y,,Y,1471,N,,N,,,,,Y,,Y,,,U,N,N
72105,,Oenopota fidicula,,Y,,Y,1472,N,,N,,,,,Y,,Y,,,U,N,N
72106,,Oenopota elegans,,,,Y,3915,N,,N,,,,,Y,,Y,,,Y,N,N
72130,,Mangelia carlotta,,Y,,Y,1433,N,,N,,,,,Y,,Y,,,U,N,N
72181,,Obesotoma simplex,Y,,,Y,1686,N,,N,,,,,Y,,Y,,,Y,N,N
72182,,Obesotoma tenuilirata,,,,Y,3914,N,,N,,,,,Y,,Y,,,Y,N,N
72183,,Curtitoma decussata,,,,Y,3913,N,,N,,,,,Y,,Y,,,Y,N,N
72300,,Trichotropidae,Y,,,Y,1016,N,,N,,,,,Y,,Y,,,Y,N,N
72301,,Trichotropis sp. 1 (Clark and McLean),,Y,,Y,3544,N,,N,,,,,Y,,Y,,,U,N,N
72302,,Trichotropis borealis,,Y,,Y,2304,N,,N,,,,,Y,,Y,,,U,N,N
72303,gray hairysnail,Trichotropis insignis,Y,,,Y,2306,N,,N,,,,,Y,,Y,,,Y,N,N
72304,crowned hairysnail,Neoiphinoe coronata,Y,,,Y,2305,N,,N,,,,,Y,,Y,,,Y,N,N
72305,two-keel hairysnail,Trichotropis bicarinata,Y,,,Y,2307,N,,N,,,,,Y,,Y,,,Y,N,N
72306,,Trichotropis cancellata,,Y,,Y,2308,N,,N,,,,,Y,,Y,,,Y,N,N
72307,,Trichotropis conica,,Y,,Y,2302,N,,N,,,,,Y,,Y,,,U,N,N
72308,,Trichotropis sp.,Y,Y,,Y,1017,N,,N,,,,,Y,,Y,,,U,N,N
72370,Kroyer's hairy snail,Neoiphinoe kroeyeri,Y,,,Y,2303,N,,N,,,,,Y,,Y,,,Y,N,N
72371,,Neoiphinoe permabilis,,Y,,Y,4117,N,,N,,,,,Y,,Y,,,U,N,N
72372,,Neoiphinoe echinata,,,,Y,3907,N,,N,,,,,Y,,Y,,,Y,N,N
72380,rams-horn hairysnail,Torellia ammonia,,Y,,Y,2508,N,,N,,,,,Y,,Y,,,Y,N,N
72381,hairysnails,Torellia sp.,,Y,,Y,1006,N,,N,,,,,Y,,Y,,,U,N,N
72382,,Torellia lineata,,Y,,Y,1570,N,,N,,,,,Y,,Y,,,U,N,N
72386,,Scabrotrophon sp. A (Clark and McLean),,Y,,Y,3516,N,,N,,,,,Y,,Y,,,U,N,N
72387,,Scabrotrophon sp. B (Clark and McLean),,Y,,Y,3514,N,,N,,,,,Y,,Y,,,U,N,N
72388,,Scabrotrophon sp. C (Clark and McLean),,Y,,Y,3518,N,,N,,,,,Y,,Y,,,U,N,N
72389,,Scabrotrophon sp. D (Clark and McLean),,Y,,Y,3515,N,,N,,,,,Y,,Y,,,U,N,N
72390,,Scabrotrophon sp. E (Clark and McLean),,Y,,Y,3517,N,,N,,,,,Y,,Y,,,U,N,N
72393,,Scabrotrophon maltzani,,Y,,Y,2384,N,,N,,,,,Y,,Y,,,U,N,N
72394,,Scabrotrophon clarki,,Y,,Y,2382,N,,N,,,,,Y,,Y,,,U,N,N
72395,spiny trophon,Scabrotrophon scitulus,,Y,,Y,2560,N,,N,,,,,Y,,Y,,,Y,N,N
72396,,Scabrotrophon rossica,,Y,,Y,2383,N,,N,,,,,Y,,Y,,,Y,N,N
72397,,Scabrotrophon densicostatus,,Y,,Y,2386,N,,N,,,,,Y,,Y,,,Y,N,N
72398,,Scabrotrophon scarlatoi,Y,Y,,Y,2385,N,,N,,,,,Y,,Y,,,Y,N,N
72399,,Scabrotrophon sp.,,Y,,Y,890,N,,N,,,,,Y,,Y,,,U,N,N
72401,Bering trophon,Boreotrophon beringi,,Y,,Y,2161,N,,N,,,,,Y,,Y,,,Y,N,N
72402,Alaskan trophon,Boreotrophon alaskanus,Y,,,Y,2164,N,,N,,,,,Y,,Y,,,Y,N,N
72403,,Boreotrophon coronatus,Y,,,Y,3580,N,,N,,,,,Y,,Y,,,Y,N,N
72404,rotund trophon,Boreotrophon rotundatus,,Y,,Y,2166,N,,N,,,,,Y,,Y,,,U,N,N
72405,,Boreotrophon elegantulus,,Y,,Y,2167,N,,N,,,,,Y,,Y,,,Y,N,N
72406,clathrate trophon,Boreotrophon clathratus,Y,,,Y,2165,N,,N,,,,,Y,,Y,,,Y,N,N
72407,winged trophon,Boreotrophon stuarti,,Y,,Y,2162,N,,N,,,,,Y,,Y,,,Y,N,N
72408,Kamchatka trophon,Boreotrophon kamchatkanus,,Y,,Y,2168,N,,N,,,,,Y,,Y,,,Y,N,N
72409,ribbed trophon,Boreotrophon multicostatus,,Y,,Y,2170,N,,N,,,,,Y,,Y,,,U,N,N
72410,,Boreotrophon rotundus,,Y,,Y,2163,N,,N,,,,,Y,,Y,,,U,N,N
72420,,Boreotrophon sp.,Y,Y,,Y,193,N,,N,,,,,Y,,Y,,,Y,N,N
72421,,Boreotrophon pacificus,Y,,,Y,2557,N,,N,,,,,Y,,Y,,,Y,N,N
72423,foliate thornmouth,Ceratostoma foliatum,,Y,,Y,2006,N,,N,,,,,Y,,Y,,,Y,N,N
72436,,Nipponotrophon sp. A (Clark and McLean),,Y,,Y,3481,N,,N,,,,,Y,,Y,,,U,N,N
72500,Oregon triton,Fusitriton oregonensis,Y,Y,Y,Y,2528,N,,N,,,,,Y,,Y,,,Y,N,N
72501,,Fusitriton sp.,Y,Y,Y,Y,418,N,,N,,,,,Y,,Y,,,Y,N,N
72510,trochid unid.,Trochidae,Y,,,Y,2865,N,,N,,,,,Y,,Y,,,Y,N,N
72511,,Calliostoma sp.,,Y,,Y,215,N,,N,,,,,Y,,Y,,,Y,N,N
72512,silvery topsnail,Calliostoma platinum,,,Y,Y,1978,N,,N,,,,,Y,,Y,,,Y,N,N
72513,,Calliostoma titanium,,Y,,Y,1979,N,,N,,,,,Y,,Y,,,U,N,N
72514,,Calliostoma variegatum,,Y,,Y,1981,N,,N,,,,,Y,,Y,,,U,N,N
72515,,Tegula pulligo,,Y,,Y,1181,N,,N,,,,,Y,,Y,,,Y,N,N
72516,channeled topsnail,Calliostoma canaliculatum,,Y,Y,Y,3817,N,,N,,,,,Y,,Y,,,U,N,N
72520,,Bathybembix bairdii,,Y,Y,Y,1964,N,,N,,,,,Y,,Y,,,Y,N,N
72521,,Calliotropis carlotta,,Y,,Y,2173,N,,N,,,,,Y,,Y,,,U,N,N
72525,,Cidarina cidaris,,Y,,Y,1379,N,,N,,,,,Y,,Y,,,Y,N,N
72527,thick lacuna,Lacuna crassior,,,,Y,3934,N,,N,,,,,Y,,Y,,,Y,N,N
72531,,Margarites sp.,Y,Y,,Y,597,N,,N,,,,,Y,,Y,,,Y,N,N
72532,little margarite,Margarites pupillus,Y,,,Y,1869,N,,N,,,,,Y,,Y,,,Y,N,N
72533,giant margarite,Margarites giganteus,Y,,,Y,2534,N,,N,,,,,Y,,Y,,,Y,N,N
72534,,Margarites argentatus,Y,,,Y,1870,N,,N,,,,,Y,,Y,,,Y,N,N
72535,boreal rosy margarite,Margarites costalis,Y,,,Y,1868,N,,N,,,,,Y,,Y,,,Y,N,N
72536,Three ribbed Margarite,Margarites sp. A (Clark and McLean),,Y,,Y,3471,N,,N,,,,,Y,,Y,,,U,N,N
72537,Tabled Margarite,Margarites sp. B (Clark and McLean),,Y,,Y,3472,N,,N,,,,,Y,,Y,,,U,N,N
72538,Silvery Margarite,Margarites sp. C (Clark and McLean),,Y,,Y,3470,N,,N,,,,,Y,,Y,,,U,N,N
72539,,Margarites beringensis,Y,,,Y,3648,N,,N,,,,,Y,,Y,,,U,N,N
72540,,Solariella sp.,Y,Y,,Y,926,N,,N,,,,,Y,,Y,,,Y,N,N
72541,obscure solarelle,Solariella obscura,Y,,,Y,1914,N,,N,,,,,Y,,Y,,,Y,N,N
72542,fine-groove solarelle,Solariella micraulax,,Y,,Y,1916,N,,N,,,,,Y,,Y,,,Y,N,N
72543,varicose solarelle,Solariella varicosa,Y,,,Y,1915,N,,N,,,,,Y,,Y,,,Y,N,N
72544,naked solarelle,Solariella nuda,,,Y,Y,1913,N,,N,,,,,Y,,Y,,,Y,N,N
72545,,Solariella peramabilis,,Y,,Y,1917,N,,N,,,,,Y,,Y,,,U,N,N
72546,,Solariella sp. A (Clark and McLean),,Y,,Y,3519,N,,N,,,,,Y,,Y,,,U,N,N
72551,,Otukaia kiheiziebisu,,Y,,Y,1300,N,,N,,,,,Y,,Y,,,U,N,N
72554,bluetopsnail,Calliostoma ligatum,,Y,,Y,1977,N,,N,,,,,Y,,Y,,,U,N,N
72555,,Calliostoma annulatum,,Y,,Y,1980,N,,N,,,,,Y,,Y,,,U,N,N
72571,,Oligoneria conica,,Y,,Y,1879,N,,N,,,,,Y,,Y,,,U,N,N
72731,,Amphissa sp.,,Y,,Y,72,N,,N,,,,,Y,,Y,,,U,N,N
72736,,Buccinum normale,,,,Y,3900,N,,N,,,,,Y,,Y,,,Y,N,N
72737,,Buccinum obsoletum,,,,Y,3901,N,,N,,,,,Y,,Y,,,Y,N,N
72738,,Buccinum bulimuloideum,,Y,,Y,1374,N,,N,,,,,Y,,Y,,,Y,N,N
72739,,Buccinum picturatum,,Y,,Y,1368,N,,N,,,,,Y,,Y,,,Y,N,N
72740,,Buccinum sp.,Y,Y,Y,Y,206,N,,N,,,,,Y,,Y,,,Y,N,N
72741,,Buccinum polium,Y,,,Y,1355,N,,N,,,,,Y,,Y,,,Y,N,N
72742,Okhotsk whelk,Buccinum ochotense,Y,,,Y,1364,N,,N,,,,,Y,,Y,,,Y,N,N
72743,angular whelk,Buccinum angulosum,Y,,,Y,1361,N,,N,,,,,Y,,Y,,,Y,N,N
72744,finch whelk,Buccinum fringillum,Y,,,Y,1367,N,,N,,,,,Y,,Y,,,Y,N,N
72745,wavy whelk,Buccinum sigmatopleura,,Y,,Y,1375,N,,N,,,,,Y,,Y,,,Y,N,N
72746,,Buccinum simulatum,,Y,,Y,1366,N,,N,,,,,Y,,Y,,,Y,N,N
72747,swollen whelk,Buccinum oedematum,,Y,,Y,1365,N,,N,,,,,Y,,Y,,,Y,N,N
72748,lirate whelk,Buccinum eugrammatum,,Y,,Y,1369,N,,N,,,,,Y,,Y,,,Y,N,N
72749,turban whelk,Buccinum viridum,,,Y,Y,1356,N,,N,,,,,Y,,Y,,,Y,N,N
72750,,Buccinum strigillatum,Y,Y,Y,Y,1372,N,,N,,,,,Y,,Y,,,Y,N,N
72751,sinuous whelk,Buccinum plectrum,Y,Y,,Y,1358,N,,N,,,,,Y,,Y,,,Y,N,N
72752,ladder whelk,Buccinum scalariforme,Y,Y,,Y,1371,N,,N,,,,,Y,,Y,,,Y,N,N
72753,Aleut whelk,Buccinum aleuticum,,Y,,Y,1360,N,,N,,,,,Y,,Y,,,Y,N,N
72754,scratched whelk,Buccinum cnismatum,,Y,,Y,1363,N,,N,,,,,Y,,Y,,,Y,N,N
72755,polar whelk,Buccinum polare,Y,Y,,Y,1354,N,,N,,,,,Y,,Y,,,Y,N,N
72756,,Buccinum solenum,Y,,,Y,2504,N,,N,,,,,Y,,Y,,,Y,N,N
72757,,Buccinum ciliatum,,Y,,Y,1357,N,,N,,,,,Y,,Y,,,Y,N,N
72758,glacial whelk,Buccinum glaciale,Y,,,Y,2505,N,,N,,,,,Y,,Y,,,Y,N,N
72759,,Buccinum tenellum,Y,,,Y,1359,N,,N,,,,,Y,,Y,,,Y,N,N
72760,chestnut whelk,Buccinum castaneum,,Y,,Y,1362,N,,N,,,,,Y,,Y,,,Y,N,N
72761,dire whelk,Searlesia dira,Y,,,Y,1730,N,,N,,,,,Y,,Y,,,Y,N,N
72762,Roger's buccinid,Bathybuccinum clarki,,Y,,Y,2319,N,,N,,,,,Y,,Y,,,Y,N,N
72763,,Bathybuccinum sp.,Y,Y,,Y,163,N,,N,,,,,Y,,Y,,,Y,N,N
72764,,Bathybuccinum ovulum,,Y,,Y,2320,N,,N,,,,,Y,,Y,,,Y,N,N
72765,Katherine's whelk,Buccinum sp. A (McLean and Clark),,Y,,Y,3406,N,,N,,,,,Y,,Y,,,Y,N,N
72766,,Buccinum ectomycina,,,,Y,3962,N,,N,,,,,Y,,Y,,,Y,N,N
72767,,Retifusus sp.,,Y,,Y,866,N,,N,,,,,Y,,Y,,,Y,N,N
72768,two-ribbed whelk,Ancistrolepis bicinctus,,Y,,Y,2313,N,,N,,,,,Y,,Y,,,U,N,N
72769,three-ribbed whelk,Ancistrolepis eucosmius,Y,,,Y,2314,N,,N,,,,,Y,,Y,,,U,N,N
72770,dovesnails,Columbella sp.,,Y,,Y,289,N,,N,,,,,Y,,Y,,,Y,N,N
72773,costate whelk,Buccinum costatum,Y,,,Y,3816,N,,N,,,,,Y,,Y,,,U,N,N
72775,mega-ribbed chestnut whelk,Buccinum sp. B (McLean and Clark),,Y,,Y,3399,N,,N,,,,,Y,,Y,,,U,N,N
72776,one-ribbed whelk,Buccinum sp. C (McLean and Clark),,Y,,Y,3407,N,,N,,,,,Y,,Y,,,U,N,N
72777,many-ribbed chestnut whelk,Buccinum sp. D (McLean and Clark),,Y,,Y,3401,N,,N,,,,,Y,,Y,,,U,N,N
72778,three-ribbed chestnut whelk,Buccinum triplostephanum,,Y,,Y,3814,N,,N,,,,,Y,,Y,,,U,N,N
72779,two-ribbed chestnut whelk,Buccinum sp. E (McLean and Clark),,Y,,Y,3398,N,,N,,,,,Y,,Y,,,U,N,N
72780,crenulated whelk,Buccinum sp. F (McLean and Clark),,Y,,Y,3402,N,,N,,,,,Y,,Y,,,U,N,N
72781,,Buccinum sp. G (McLean and Clark),,Y,,Y,3400,N,,N,,,,,Y,,Y,,,U,N,N
72782,,Buccinum sp. H (McLean and Clark),,Y,,Y,3404,N,,N,,,,,Y,,Y,,,U,N,N
72783,,Buccinum sp. I (McLean and Clark),,Y,,Y,3405,N,,N,,,,,Y,,Y,,,U,N,N
72784,,Buccinum moarchianum,,Y,,Y,1370,N,,N,,,,,Y,,Y,,,U,N,N
72785,transect whelk,Buccinum transliratum,Y,Y,,Y,3815,N,,N,,,,,Y,,Y,,,U,N,N
72786,eroded whelk,Buccinum rondinum,,Y,,Y,3403,N,,N,,,,,Y,,Y,,,U,N,N
72787,,Volutomitra sp.,Y,Y,,Y,1040,N,,N,,,,,Y,,Y,,,U,N,N
72788,,Volutomitra sp. B (Clark and McLean),,Y,,Y,3545,N,,N,,,,,Y,,Y,,,U,N,N
72789,,Arctomelon sp.,Y,Y,,Y,113,N,,N,,,,,Y,,Y,,,Y,N,N
72790,Alaska volute,Arctomelon stearnsii,Y,Y,,Y,1779,N,,N,,,,,Y,,Y,,,Y,N,N
72791,,Arctomelon borealis,,Y,,Y,1777,N,,N,,,,,Y,,Y,,,Y,N,N
72792,,Arctomelon tamikoae,,Y,,Y,1778,N,,N,,,,,Y,,Y,,,Y,N,N
72794,,Arctomelon sp. cf. stearnsii (Clark and McLean),,Y,,Y,3553,N,,N,,,,,Y,,Y,,,U,N,N
72795,,Volutomitra alaskana,Y,,,Y,2551,N,,N,,,,,Y,,Y,,,Y,N,N
72796,,Volutomitra sp. A (Clark and McLean),,Y,,Y,3546,N,,N,,,,,Y,,Y,,,U,N,N
72797,beatic dwarf olive,Olivella beatica,,Y,,Y,1473,N,,N,,,,,Y,,Y,,,Y,N,N
72800,wavy lamellaria,Velutina undata,Y,,,Y,1585,N,,N,,,,,Y,,Y,,,Y,N,N
72801,,Velutina nana,Y,,,Y,1582,N,,N,,,,,Y,,Y,,,Y,N,N
72802,oblique lamellaria,Velutina plicatilis,Y,,,Y,1586,N,,N,,,,,Y,,Y,,,Y,N,N
72803,conical lamellaria,Velutina conica,Y,,,Y,1584,N,,N,,,,,Y,,Y,,,Y,N,N
72804,elongate lamellaria,Velutina prolongata,Y,,,Y,1587,N,,N,,,,,Y,,Y,,,Y,N,N
72805,smooth lamellaria,Velutina velutina,Y,,,Y,2513,N,,N,,,,,Y,,Y,,,Y,N,N
72806,,Velutina sp.,Y,Y,,Y,1035,N,,N,,,,,Y,,Y,,,Y,N,N
72807,,Velutina sp. A (Clark and McLean),,Y,,Y,3783,N,,N,,,,,Y,,Y,,,U,N,N
72808,,Velutina sp. B (Clark and McLean),,Y,,Y,3784,N,,N,,,,,Y,,Y,,,U,N,N
72809,,Velutina sp. C (Clark and McLean),,Y,,Y,3782,N,,N,,,,,Y,,Y,,,U,N,N
72810,,Velutina rubra,,Y,,Y,1583,N,,N,,,,,Y,,Y,,,U,N,N
72821,unique whelk,Clinopegma unicum,Y,,,Y,3599,N,,N,,,,,Y,,Y,,,U,N,N
73183,northern admete,Admete virdula,Y,,,Y,1114,N,,N,,,,,Y,,Y,,,Y,N,N
73185,,Admete laevior,Y,,,Y,1113,N,,N,,,,,Y,,Y,,,Y,N,N
73186,noble admete,Admete regina,Y,,,Y,1112,N,,N,,,,,Y,,Y,,,Y,N,N
73187,,Admete middendorffi,,Y,,Y,1116,N,,N,,,,,Y,,Y,,,U,N,N
73188,,Admete couthouyi,,Y,,Y,1115,N,,N,,,,,Y,,Y,,,U,N,N
